id,comment_text,Action,Adult,Adventure,Animation,Biography,Comedy
"""1001 Nights"" (2010) {The King Who Outlawed Laughter/Sinbad and the Black Diamond (#2.9)}",king try execute prisoners matter unable kill sinbad hilarious adventure time battle dread pirate santiago mysterious black diamond possess strange power,0,0,0,1,0,0
"""1001 Nights"" (2010) {The Tale of Taymour and Tiny/The Boy and the Panther (#2.1)}",taymour accidentally knock egg bird nest decide care get big surprise nadeem witness crime fair see wrong person get blame since wasnt suppose cant tell anyone hell get trouble,0,0,0,1,0,0
"""1001 Nights"" (2010) {The Tale of the Mountain and the Valley/Three Tales of a Daydreaming Boy}",silly rumor spread like wildfire communities cause go war set short artists compete customers thirsty bird struggle drink water bottom bottle kid accidentally release mischievous genie,0,0,0,1,0,0
"""101 East"" (2006) {Anwar Ibrahim - After the Trial (#7.2)}",malaysian opposition leader anwar ibrahim clear sodomy charge say mean kill political career coalition able mount strongest political challenge years general elections,0,0,0,0,0,0
"""101 East"" (2006) {The Orangutan Whisperer}",call orangutan whisperer leif cock former zookeeper australia dedicate life reintroduce endanger orangutans wild something previously think impossible jungle school sumatra indonesia rescue orangutans practice climb forage fend forest cock successfully reintroduce animals plan save next decade goal save enough habitat orangutans protect reserve look secure species thats goal thats least decent way spend ones life leif cock jungle school help save endanger species extinction,0,0,0,0,0,0
"""101 Sand n' Surf Hotspots"" (2015) {101 Sand n' Surf Hotspots: 20 to 1 (#1.10)}",weve reach final hour best sand n surf hotspots globe top world swim hungry shark south africa island hop palm islands dubai feast eye spot,0,0,0,0,0,0
"""101 Ways to Get Rejected"" (2013)",ways follow live sam susie yankou mckenzie taylor dearden smith david mandell navigate glamorous teenage years prom date job football game party gang learn many ways get reject,0,0,0,0,0,1
"""101 Ways to Leave a Game Show"" (2011) {You Fuse, You Lose (#1.1)}",stake high players match wits series multiple choice question person eliminate every round contestants must avoid give wrong answer could get eliminate show either strap wing soar bi plane drop side speed wheeler flip upside explode car launch sky high crate dynamite final contestants survive showdown atop story drop tower chance take home prize,0,0,0,0,0,0
"""106 & Park: Prime"" (2003)",celebrities prime live caareers host spin series park top live ongoing project artists discuss music act athletic comic intellectual talents show live audience music videos interview guests,0,0,0,0,0,0
"""109"" (2005)",documentary series examine significant social cultural trend transform canadian society live world national border crumble face sweep social cultural trend instant communications internet easy travel create world people ideas move freely culture trend spread around globe speed light perhaps cultural diversity canada find crossroad vast influential trend examine canadian find sweep trend road map social cultural trend affect live today,0,0,0,0,0,0
"""10th Ave."" (2017) {Old School (#1.3)}",dunns crew get go ahead neighborhood leaders john boyds operation prove profitable frankie paulie sit dunns crew plot oboyles demise joe oboyle get worry try gather outstanding debts case need make quick get away,0,0,0,0,0,0
"""10th Muse"" (2012)",emma sonnet mysteriously abduct years ago summer trip greece celebrate graduation law school today resurface mysteriously unique take law upon discover strange remarkable abilities become tear battle courtroom deal justice streets way th muse,1,0,0,0,0,0
"""11 Cameras"" (2006)",postal mailboxes mostly empty days long distance friends lovers trade pen ink ones e mail electronic hum thousand web cams computers new breed grind todays relationships love sex loneliness fear money woes long adultery jealousy cameras voyeuristic look human relationships new ways connect another digital age,0,0,0,0,0,0
"""11.22.63"" (2016) {Happy Birthday, Lee Harvey Oswald (#1.6)}",october gather storm threats dallas continue build jake must take drastic action establish full dimension threat kennedy amidst hes hit unexpected death bitter betrayal closest,0,0,0,0,0,0
"""11.22.63"" (2016) {Soldier Boy (#1.7)}",end near jake task sadie scramble pick piece know mission well jake kennedy assassin collision path jake change things enough past alter course events days count draw near,0,0,0,0,0,0
"""11.22.63"" (2016) {The Eyes of Texas (#1.4)}",jake bill partnership start struggle discover secrets surround unpredictable lee harvey oswald conspiracy involve oswald deepen romance bloom jake sadie become involve innocent bystander jake place new love danger,0,0,0,0,0,0
"""11.22.63"" (2016) {The Rabbit Hole (#1.1)}",jake epping burn lose ex wife move students always distract novel go nowhere dearest friends al templeton show rabbit hole secret time portal lead back al ask jake head back past create better world stop kennedy assassination jake head rabbit hole begin mission find change past far dangerous ever would dream,0,0,0,0,0,0
"""12 Masks"" (2015)",random people receive box contain mask note invite mysterious mansion note contain instructions come alone bring mask unsure choose part event thing sure never,0,0,0,0,0,0
"""12 Monkeys"" (2015) {Blood Washed Away (#2.12)}",time run cole railly splinter back attempt find last paradox primary machine destroy ramsey deacon whitley jennifer aka mother hannah go country last ditch attempt find titan kill witness,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Divine Move (#1.10)}",replacement core function cole return cassie aaron think die chechnya blast tell virus still cassie believe oliver peters man make virus keep sample cole find connection tokyo white dragon nightclub body deteriorate prior coles return ramse believe necessary family survive live old animal park see something past incident ramse return jones lab find travel past,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Hyena (#2.9)}",jennifer take matter hand go tall man cole splinter back help cassie ram look revenge look place call titan katarina try make sense newfound relationship jennifer goines take power hand form hyenas band crazy compatriots take monkey organization help cole discover elaborate monkey plan acquire virus,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Meltdown (#2.7)}",cole come face face witness phantom behind army monkey cassies amanda schull hallucinations undergo chill evolution make matter worse temporal facility become increasingly dangerous malfunction time machine begin tear apart time space bring back deadly visitors past,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Paradox (#1.12)}",cole slowly slip away cassie rush find way help combat ill effect splinter army monkey find result cole meet jones first time reunion father readouts indicate cole die tokyo dr jones splinter directly arrive lose great deal blood stab wind ramse inflict aaron convince plague inevitable want cassie leave refuse go instead turn someone able help keep cole alive turn someone past aaron meanwhile decide think best cassie,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Shonin (#1.11)}",cole follow ramse tokyo go directly white dragon nightclub see leland goines negotiate purchase year old remain source virus cole little stop sale fight stab cole ramse find face long prison sentence begin receive letter someone name olivia tell alone release travel virginia olivias identity reveal year ramse new role,0,0,1,0,0,0
"""12 Monkeys"" (2015) {The Night Room (#1.5)}",jennifer goines introduce dark room father secret experiment take place hand kidnappers cole cassie manage get night room facility find pallid man beat cassie learn cole kill henri haiti ramse learn lengths dr jones go get time transporter work properly,0,0,1,0,0,0
"""12 Monkeys"" (2015) {Tomorrow (#1.9)}",dr jones desperate need new core ever find cole core available spearhead col foster refuse give face options try last time convince give take force ramse meanwhile try convince girlfriend elena leave spearhead young son cole still chechnya find virus process destroy humankind see cassie tv broadcast soon reunite baltimore scene ramse cole come group men take dr jones,0,0,1,0,0,0
"""12 O'Clock High"" (1964)",series chronicle adventure air grind men th bombardment group u eighth air force first command irascible general frank savage later colonel joe gallagher son pentagon general group station england fly long range bomb missions german hold europe story base loosely upon real experience crew frenesi captain william pappy cely fly rougham field bury st andrews though sketch general composite b crew time unarguable parallel frenesi story specifically mission brunswick cely crew fly inordinate number missions certainly require cely fly frenesi crew critical mission bomb ball bear factory brunswick day formation receive heavier usual flak suffer gravely upon approach target dense intermittent low fog make dispatch questionable sop would let fly high tail pappy opt go round approach minimize collaterals school see well frenesi take lot heat badly damage reward break fog allow precisely dispense load rattle back rougham hold together skin alone structure later deem heavily damage bird safely land miracle cely saint,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {A Long Time Dead (#3.16)}",captain dula assign pilot th second mission plane shoot loss entire crew earn reputation jinx gallagher restrict non pilot duties subsequent mission dula take umbrage critical remark komansky gallagher stovall wound dula take pilot give komansky order ignore try save stovall dula demand entry make log note komanskys mutiny later komansky come possession letter another survivor dulas previous mission pow camp germany imply captain abandon crew plane without warn show dula letter try play log entry next mission komansky seriously hurt survival dulas hand,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Angel Babe (#2.24)}",successful missions angel babe grande damme th bomber fleet like flight engineer sgt willets even seem soul mind endurance earn label good luck charm men group upon completion th mission army decide retire active service return state life leisure recruit icon angel babe seem ideas suddenly develop multitude mechanical ailments thwart final mission goal strange turn events recast albatross cast shadow suspicion willets due insistence shes ready withdraw combat,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Back to the Drawing Board (#2.21)}",frustrate heavily overcast sky make precision bomb impossible ally wits end dr rink arrive new top secret technology enable see cloud airborne radar first missions employ device wildly successful especially since germans cannot effectively intercept bombers fighters anti aircraft cloud cover unfortunately germans quickly devise counter measure actually use signal device trace bombers allow pinpoint americans deadly accuracy dr rink knowledge turn table virtually catatonic apparent failure technology,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Big Brother (#2.5)}",part brand new strategy call shuttle bomb th land north africa end first leg flight seriously short fuel unfortunately force use airfield liberate germans motley group ally units command chance col gallaghers older brother preston nazis determine take field back massive counterattack prestons force badly outnumber gun suffer battle fatigue verge breakdown make matter worse commandeer brothers fuel plan retreat leave joes plan mission grave danger near end first leg shuttle raid col joe gallaghers aircraft run low fuel nearest runway nenwadi rain deep mud balance gallaghers group move magadar decide push plane miles join rest group grind magadar gallagher find brother preston command gallagher puzzle strange behavior brother learn lt col frank bailey preston blame obvious land col gallaghers plan subsequent german attack loss men consequently preston want take gasoline plan use move truck tank jeeps preston plan blow col gallaghers plan since useless without fuel,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Cross-Hairs on Death (#2.27)}",thomas carpenter pilot wash flight train subsequently dishonorably discharge service insubordination find way england civilian proceed infiltrate th masquerade captain desperate replacements gallagher put work co pilot several missions test mettle wait confirmation carpenter status never come carpenter eager command bomber ruse discover impatience keep evaluator captain enright recommend veil lie begin tear apart become ever desperate whatever take accomplish mysterious goal,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Decision (#1.7)}",final schedule mission major temple good friend general savage shoot capture germans along crew commander rocket factory target raid decide keep temple cohorts facility dissuade attack relocate safer site importance factory savage force continue plan bomb schedule despite risk temple thank quick think temple savage able devise risky tactic rely pinpoint bomb might spare captives still take target general crow order factory laon flatten take every bomber base information suggest germans make guidance systems unman missiles must stop savage resent order laon already cost many men plan great reluctance put good friend major john temple next mission temple fly th final mission shoot crew capture hold factory nazi propaganda broadcaster lord haw haw give message savage advise bomb factory lest kill men general crowe target still critical must put business savage plead chance save men think read recon photos effort american prisoners point part vast factory complex house really critical operation german commander factory saw recon plane know prisoners indicate vital part factory move equipment another build,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {End of the Line (#1.24)}",joe gallagher return storyline th promotion major wrack guilt death friend take place mission gallagher volunteer dangerous assignment support commandos deep behind enemy line accept responsibility notify intend wife dead man assignment prove even dangerous turn manipulative schemer bend snare web deceit,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Faith, Hope and Sergeant Aronson (#1.19)}",gen savage return mission gravely wound require delicate operation remove shrapnel endanger heart operation dr kaiser doesnt feel confident perform wait specialist savage place ward next sgt aaronson lose lifetime friend battle wound quickly lose faith god savage try talk close shell sergeant slip deeper melancholy meet someone could use little disappear faith,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Follow the Leader (#1.2)}",another fail air strike gen savage devise new tactic bomb leader e bombardiers drop explosives keenest eye airman lt mellon tactic wipe dutch school instead target savage superior wiley crowe balk let try young mellon admit tear best friends die prior mission savage point evidence luftwaffe flak wipe mellons sight second attack savage cover mistake give mellon tactic deserve second chance,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Gauntlet of Fire (#3.1)}",grueling series missions days th finally order stand badly need day rest unfortunately order rescind almost immediately group include force wide campaign preparation highly classify mission hamstring secrecy gallagher force order men back sky without explanation promise respite make matter worse th give ungratifying task drop leaflets instead bomb time day straight days losses casualties mount morale group collapse near anarchy men start take frustration well apparent source senselessness col gallagher,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Grant Me No Favor (#2.10)}",th chew piece attempt bomb target norway secret even joe gallagher doesnt know important fact latest try mission commander col christie decide abort turn back minutes target lose bombers heavily damage include infuriate excessive losses secrecy surround missions joe alienate superiors aggressively defend christie loom court martial rescue possibly rid father lt general gallagher hellbent get son first general star joe mood discuss promotion friend reputation th teeter edge oblivion,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Here's to Courageous Cowards (#1.11)}",corporal lawrence mild mannered desk clerk stow away aboard b try hand gunner actually turn good eye major morse pilot group commander savage isnt fly impress urge lawrence get accelerate train become full time crew member dismay lawrence balk offer morse subsequently learn conscientious objector enlist distinguish service record penchant drive crew hard battle morse infuriate lawrence pressure become combatant morse must deal enormous pressure place start erode judgment cost live men,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {In Search of My Enemy (#1.16)}",due illness injury include bum knee general savage find short qualify pilot lead bomb missions help arrive person major peter gray highly experience man right credentials linger pain earlier mishap complications arise savage discover gray wife ann former fiancee still strong feel stress awkward situation assign gray command mission suppose milk run discover late luftwaffe lay wait mission turn slaughter though survive return gray convince savage try get kill another chance ann,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Massacre (#3.2)}",americans resurrect shuttle tactic bomb target fly base side refuel arm bomb another target return flight time turn around base russia determine wary ally war nazis situation become dangerously complicate russian observer plane pilot highly decorate soviet hero accidentally shoot american bombers first leg mission suspicious commander russian base refuse release supply gallagher need make return flight man responsible act identify meantime germans pinpoint location base slaughter th wave air attack sit helplessly grind situation become muddle gallagher discover overzealous shooter soviet liaison hitch ride group,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {P.O.W.: Part One (#1.30)}",gen savage luck finally run bomber shoot enemy territory crewmen capture ship pow camp run crack luftwaffe officer col max richter never successful escape record crowd prisoner cemetery attest richter delight see savage arrive look forward lively battle wits renowned american fight death richter quick use deadly force protect unblemished record savage think perfect plan outsmart cunning german,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Practice to Deceive (#3.6)}",col gallagher shoot germany capture severely interrogate nazis quite unexpectedly rescue group germans devise elaborate plan kill hitler seize control government purpose negotiate surrender ally order carry plot need convince ally leaders sincerity garner support leader conspirators admiral von kreuter believe gallagher fly england bolster chance win cooperation need unfortunately nazis aware something afoot rapidly close scheme,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {R/X for a Sick Bird (#2.2)}",something nefarious afoot th stricken series mechanical mishaps already cost several plan col gallaghers group task ferry beautiful spy parachute drop nazi occupy poland bomber assign mission strike gremlins bring loss popular pilot co pilot spy survive another try latest disaster tensions air crew grind crew explode mayhem evidence start appear indicate miscues accidental suspicion run rampant base endanger spy mission confidence troop,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Show Me a Hero, I'll Show You a Bum (#2.7)}",sgt komansky land col gallaghers plane full wound crew members gallagher incapacitate concussion komansky silver star possible promotion ambitious susan nesbit want turn komansky hero boost journalistic career komansky orphan trouble cop sudden attention things dont get easier komansky nesbit begin fall th return mission gallaghers plane hit gallagher co pilot badly wound sgt komansky save plane crew fly back archbury home office information officer kirby wyatt tip bbc correspondent susan nesbitt rush archbury scoop story heroic sergeant never fly plane thus save life general gallaghers son crew members komansky confuse heros welcome feel save neck complicate matter miss nesbitt feign love komansky order first story along mr wyatt push gallagher recommend komansky silver star field commission promotion nd lieutenant,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Six Feet Under (#3.13)}",lightning strike deep behind german line americans capture forward operations base luftwaffe small belgian village contain trove potentially valuable document gallagher komansky send evaluate retrieve information major problems assign translators kill enemy survivor emerge cause trouble germans mount counteroffensive retake base problems might solve belgian boy speak german blame americans destruction village wound brother,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Storm at Twilight (#2.11)}",xo harvey lieutenant colonel rogers ths act commander watch latest mission come back chew miss least plan harvey feel responsible sandy hand telegram son mia harvey go see general britt request go back fly status get age waiver gallagher come back furious harvey pass physical memorize eye chart gallagher put harvey wringer harvey pass flight test mission bomb marshal yards antwerp make run get attack bf,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Ace (#3.12)}",germans surround secret atomic research facility prison camp full high profile pows believe ally never bomb fear major public relations fiasco americans ace sleeve person colonel harry connelly wizard pinpoint precision bomb successful missions belt unbeknownst comrades connelly feel fatigue many crucial missions first attempt end tragedy germans foresee cause crack stress gallagher step try lack train experience connelly foreshadow disastrous repeat previous effort,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The All-American (#3.7)}",lt ted master handsome collegiate sport hero assign th along mentor maj praeger enhance image symbol american manhood brusque introduction manipulate praeger publicity rub veterans wrong way especially gallagher season pilot capt king gallagher assign master desk duty effort protect possible harm combat chafe role hound gallagher give chance pilot much praegers consternation kings grudge respect gallagher find lack assign trivial flight duties force american kid find way prove combat worthiness,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Climate of Doubt (#1.5)}",old flame happen member french resistance show england ask help general crowe concoct bomb mission show american support underground movement limit strategic value target cant get approval stand alone operation quietly tack secondary target another mission much savage consternation add objective significantly intensify danger b dubious benefit crowe adamant belief long term reward devotion parisian lover,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Duel at Mont Sainte Marie (#3.14)}",th task bomb strategic target germans use spotter post artillery block ally advance france gallagher highly disturb find target monastery house convent occupy nuns refugees wrangle permission personally attempt sneak monastery convince civilians leave attack hours run resistant reverend mother mother superior leader convent refuse abandon historic build german wily german commander cajole stay convince americans never bomb area charge remain meanwhile th way ready bomb target,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Hero (#1.32)}",fly desk washington first months war col pappy hartley decorate fighter ace first world war arrive england happen gen savage revere flight instructors train days formation new bomb group need experience commander savage please recommend pappy candidate job full freewheel fighter pilot blood course vein pappy chafe regimentation bomber duty blind admiration mentor savage wrestle grow realization pappy cut right cloth late prevent calamity,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Hotshot (#2.6)}",table turn air war europe p arrive promise provide escort b way heart germany first assign gallaghers th gunners manage accidentally shoot first mission set bad tone gallagher fighter commander col troper throw together make new system work troper already ace kill chafe need protect bombers cost able hunt luftwaffe fighters resentment build dangerous destructive intensity remain plan col joe gallaghers th bombardment group complete last leg historic shuttle raid germany word receive newly form group p fighters meet bombers last target saarbrucken escort b back england gallaghers men drop bomb watch german fighters resemble new american p german plan p show late mad air battle ensue gallaghers gunners mistake p german shoot land back england lt col jerry troper commander p group rush gallagher vent rage cause p loss later sgt komansky arrive arrive gallaghers office film plan gun cameras film reveal tropers plan divert strafe train thus explain p late meet bombers,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Hunters and the Killers (#3.17)}",army vs navy th pick assist navy operation find destroy german u boat wolfpack operate atlantic gallagher concern learn work take order commodore crompton old nemesis father crompton even upset arrangement grudgingly accept pact order recharge fail career gallagher become incense learn plan carry bomb order maximize fly time simply spot enemy guide navy kill strategy doesnt work quite plan animosity crompton gallagher come explosive head,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Jones Boys (#2.13)}",lt j jones pilot serious problem mission fly lose self confidence composure finally cause bomber crack takeoff kill injure several members crew include severely wound co pilot flight engineer sgt chapman get hot water black market trade weapons need alibi chapman convince j cover return shift blame crash comatose co pilot j older brother frank first protective become disillusion j deceit point wash hand matter entirely,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Lorelei (#1.18)}",every series deserve least good spooky episode oh lorelei bomber return mission land intact entire crew dead gen savage assign plane new nd command col royce hes suppose evaluate assignment group commander royce highly experience decorate well like pilot apparent flaw hes decidedly superstitious hes hand command fly dutchman seem mind twilight zone visit th,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Mission (#1.27)}",prepare top priority mission gen savage replace sick crewman hotshot gunner discover late man bad reputation well negative attitude joe waller wash pilot trainee take resentment fellow crew members result friction threaten integrity crew even waller force replace fatally wound bombardier make important man entire mission,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Pariah (#3.8)}",american bombers keep miss important target heart germany ally command produce ace sleeve form german american gi sgt reiniger know area well pinpoint elusive objective long go along ride although attendance produce desire result reiniger gallagher crew force russian front little close german line capture interrogate reiniger become liability americans germans close closely guard secret could get gallaghers men execute,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Sound of Distant Thunder (#1.4)}",general savage get new bombardier lt lathrop goofy ungainly kid happen knack put bomb precisely target lathrop save life savage take strong interest young man start push improve goal acquire command abilities lathrop resistant good natured naive outlook life rosy world rock hes receive end bombardment result personal tragedy threaten seriously undermine dedication duty,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Suspected (#1.13)}",assignment th reporter clifford moran certain sgt driscoll exceptional gunner actually accuse murderer disappear state years desperate qualify crewmen general savage unconvinced morans allegation demand concrete proof meantime moran continue hound driscoll hop hell uncover charade big story finally goad public confrontation nearly explode violence shortly thereafter moran mysteriously fall push front subway train circumstances seem point straight back driscoll,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {The Ticket (#1.22)}",lt paul stiger top notch pilot come poor background believe meager future fearless point foolhardy audacity make perfect candidate dare potentially suicidal mission bomb german dam solo attack fly nothing p fighter plane accept mission usual cavalier attitude win lottery ticket make rich man overnight change whole outlook process new lust good life threaten undermine heedless courage hell need carry plan,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Then Came the Mighty Hunter (#2.3)}",new recruit arrive th young gunner stellar train record cpl steve corbett chafe bite get combat kill krauts first train mission panic gun jam sgt komansky step settle teach rope please col gallagher first time komansky show anything first attitude unfortunately corbetts action become even erratic subsequent missions lead unearth secret embarrass army air corps become general knowledge eve particularly tricky mission corbett could major asset,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {To Heinie, with Love (#1.20)}",general savage get sharp new navigator picadilly lily lt kurt muller start bite cool crew mat efforts welcome fraternity soon learn quite accidentally discover father member american nazi party prior war even savage disturb revelation hes live mullers proficiency things get much worse though muller make navigational error ruin mission cost life bombardier situation threaten explode reveal muller might able save man life,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Twenty Fifth Mission (#2.22)}",major parsons apparently complete th mission make eligible rotate back state fight something celebrate great relish gallagher formulate plan knock exceptionally difficult target require pilot qualifications match parsons tee major definitely incline volunteer guarantee return safety hand especially since assignment earmark suicide mission amount persuasion budge general britt discover technicality leave complete missions instead,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {V for Vendetta (#1.29)}",gen hoagland strictly book desk jockey visit th evaluate gen savage performance arrive headstrong bias savage reputation improvise tactics deal randomness war well apparent obsession especially dangerous target deep germany spark fly moment hoagland land hellbent get savage fire effort show hoagland vagaries combat savage invite tag along mission unthinkable hoagland kill manner cast suspicion savage loom inquiry enough distraction savage deal mentally unstable pilot lose confidence commander provide information could cast dark shadow investigation,0,0,0,0,0,0
"""12 O'Clock High"" (1964) {Which Way the Wind Blows (#2.19)}",weather play havoc th attempt disrupt german naval operations base hamburg force multiple abort reduce accuracy even glimpse target overcast sky badly need help arrive form meteorologist state expertise accurately predict weather condition target turn meteorologist turn rather attractive woman combination gallaghers view weather enemy sexist condescension despite abilities overactive libido threaten undermine efforts panic reaction air combat doesnt help matter much either,0,0,0,0,0,0
"""12 Steps to Recovery"" (2010)",newly dump actor jingle writer parrish receive help friends blue dani set blind date choose half date friend ulterior motives selections parrish go heal period unique woman well audition hang friends end parrish learn friendship forgiveness true love major twist crucial decision make,0,0,0,0,0,1
"""12 Steps to Recovery"" (2010) {The Method (#1.4)}",fresh fourth date tina holistic specialist parrish sit manager tony croce discuss future act croce surprise parrish offer pitch popular product later parrish dani meet double date jasmine eddie actors brooklyn stroll park parrish jasmine come parrishs nemesis,0,0,0,0,0,1
"""12 TeEn"" (2014)",twelve year old sam host web show episode invite fellow friendsies fan family life talk todays current trend hot topics join sam welcome life teen year old,0,0,0,0,0,1
"""13 Demon Street"" (1959) {The Black Hand}",doctor wife involve head accident doctor hand catch steer column burn car free vehicle necessary surgery decide put dead man hand vehicle onto replace miss limb bad things start happen doctor wonder cause recent problems,0,0,0,0,0,0
"""13 Going on 13"" (????) {(#1.2)}",class project split students group pharaohs slave give leslie chance around emily learn secrets inadvertently drive wedge friendship rachel meanwhile leslies mom grow worry leslies change personality,0,0,0,0,0,1
"""13 Going on 13"" (????) {(#1.4)}",larry finkelstein contract rare strain measles quarantine house bar mitzvah must hold webchat skype students gather group others house watch party effectively create mini party leslie rachel must navigate make sure theyre part action,0,0,0,0,0,1
"""13 Going on 13"" (????) {(#1.6)}",leslie classmates wake wild night ryans bar mitzvah due excess amount manichewitz consume none remember happen previous night sure embarrass leslie must piece together events party along rachel marty seth connor adam emily ryan things discover surprise anger change,0,0,0,0,0,1
"""13 Nights of Elvira"" (2014)",break crucifix get garlic say prayers cause elviras come visit october mistress dark dig awful er awesome movies nights elvira elvira take best worst modern b movies like puppet master cannibal women avocado jungle death evil bong skewer sexy spooky way,0,0,0,0,0,0
"""13 Nights of Elvira"" (2014) {The Gingerdead Man (#1.5)}",elvira holiday gift awful lump coal straight naughty list gary busey star voice creepy cookie make ash serial killer drop blood recipe disaster creepy clas sick,0,0,0,0,0,0
"""13 Steps Down"" (2012) {(#1.1)}",young michael mix cellini fix gym equipment live unhealthy obsessions mass murderer john christie glamorous model nerissa nash stalk aware police cannot act unless commit offence use job infiltrate health club member date employee danila kill criticize nerissa ridicule christie obsession whilst gwendolen elderly landlady hospital pneumonia bury danila garden look see christie smile approvingly mix cellini old lady miss chawcers tenant live top floor flat home blaise house huge old victorian villa build lie untouched forget corner notting hill island decay dignity sea mediocrity mix ordinary tenant harbour secret obsessions prolific notting hill serial killer john reginald christie local celebrity model nerrisa nash mix obsessive investigation christies life contues discover dark secret miss chawcer past could christie connect old decay victorian villa blaise house ghostly events start unfold mix obsession nerrisa nash deepen mix begin wonder christie would win nerrisas affections story conclude unexpected darkly murderous outcome,0,0,0,0,0,0
"""13 Weeks"" (2005)",weeks reality show travel nurse assignment southern california see nurse work live play meet patients coworkers see daily live hospital follow adventure explore southern california watch adjust live beachside california mansion new roommates,0,0,0,0,0,0
"""15/Love"" (2004)",love comedy drama come age unique high pressure environment series follow group young hopefuls internationally renowned cascadia tennis academy live love laugh fight cry dream way adolescence,0,0,0,0,0,1
"""16 and Pregnant"" (2009) {Alex (#4.5)}",alex always dream open dance studio day find shes pregnant put everything hold boyfriend matt grow increasingly unreliable alex consider whether adoption might best choice,0,0,0,0,0,0
"""16 and Pregnant"" (2009) {Felicia (#2.12)}",felicia cooke year old high school senior lewisville texas pregnant boyfriend alex gutierrez focus episode prior birth tension cook mother gutierrez well gutierrez wan interest cooke favor friends february genesis alexa gutierrez bear follow birth episode focus cook gutierrez continue relationship problems cook ongoing desire first person family graduate high school,0,0,0,0,0,0
"""16 and Pregnant"" (2009) {Lindsey (#4.4)}",lindsey always fight get ahead everything attempt unexpectedly get pregnant struggle find stable live situation inconsistent boyfriend able follow dream,0,0,0,0,0,0
"""16 and Pregnant"" (2009) {MacKenzie (#4.1)}",mackenzie douthit year old cheerleader miami oklahoma pregnant boyfriend josh mckee september douthit give birth baby boy gannon dewayne mckee via c section episode focus hard decisions douthit mckee must make parent douthit give cheerlead mckee pressure give bull rid,0,0,0,0,0,0
"""16 and Pregnant"" (2009) {Sabrina (#4.9)}",sabrina use cool california girl star athlete boyfriend large group friends get pregnant must move grandparents house tennessee start brand new life sabrina hop boyfriend come,0,0,0,0,0,0
"""1600 Penn"" (2012)",president gilcrest foremost us head state government reassemble family complicate life white house considerably often interfere image even matter state eldest son skip goofy self absorb step siblings rather ambitious socially awkward eldest daughter beccas ruthless march career suddenly questionable fertile affair irresistible simpleton b,0,0,0,0,0,1
"""1600 Penn"" (2012) {Dinner, Bath, Puzzle (#1.11)}",smug french presidential couple bernard milbert wife inspire gilchrists urgent lust try sercret formula include share bath puzzle skip suppose babysit junior siblings cant control theme anymore,0,0,0,0,0,1
"""1600 Penn"" (2012) {Marry Me, Baby (#1.13)}",compensate denigrate presidential sneer marriage follow doubt first couple even legally wed pr dictate ceremony present vow renewal meanwhile chase license skip might lose differences ceremony forget becca give birth early b hurry step prevent last minute son bear illegitimately,0,0,0,0,0,1
